date,value,market
2013-12-05,15821.51,Dow Jones
2013-12-06,16020.2,Dow Jones
2013-12-09,16025.53,Dow Jones
2013-12-10,15973.13,Dow Jones
2013-12-11,15843.53,Dow Jones
2013-12-12,15739.43,Dow Jones
2013-12-13,15755.36,Dow Jones
2013-12-16,15884.57,Dow Jones
2013-12-17,15875.26,Dow Jones
2013-12-18,16167.97,Dow Jones
2013-12-19,16179.08,Dow Jones
2013-12-20,16221.14,Dow Jones
2013-12-23,16294.61,Dow Jones
2013-12-24,16357.55,Dow Jones
2013-12-26,16479.88,Dow Jones
2013-12-27,16478.41,Dow Jones
2013-12-30,16504.29,Dow Jones
2013-12-31,16576.66,Dow Jones
2014-01-02,16441.35,Dow Jones
2014-01-03,16469.99,Dow Jones
2014-01-06,16425.1,Dow Jones
2014-01-07,16530.94,Dow Jones
2014-01-08,16462.74,Dow Jones
2014-01-09,16444.76,Dow Jones
2014-01-10,16437.05,Dow Jones
2014-01-13,16257.94,Dow Jones
2014-01-14,16373.86,Dow Jones
2014-01-15,16481.94,Dow Jones
2014-01-16,16417.01,Dow Jones
2014-01-17,16458.56,Dow Jones
2014-01-21,16414.44,Dow Jones
2014-01-22,16373.34,Dow Jones
2014-01-23,16197.35,Dow Jones
2014-01-24,15879.11,Dow Jones
2014-01-27,15837.88,Dow Jones
2014-01-28,15928.56,Dow Jones
2014-01-29,15738.79,Dow Jones
2014-01-30,15848.61,Dow Jones
2014-01-31,15698.85,Dow Jones
2014-02-03,15372.8,Dow Jones
2014-02-04,15445.24,Dow Jones
2014-02-05,15440.23,Dow Jones
2014-02-06,15628.53,Dow Jones
2014-02-07,15794.08,Dow Jones
2014-02-10,15801.79,Dow Jones
2014-02-11,15994.77,Dow Jones
2014-02-12,15963.94,Dow Jones
2014-02-13,16027.59,Dow Jones
2014-02-14,16154.39,Dow Jones
2014-02-18,16130.4,Dow Jones
2014-02-19,16040.56,Dow Jones
2014-02-20,16133.23,Dow Jones
2014-02-21,16103.3,Dow Jones
2014-02-24,16207.14,Dow Jones
2014-02-25,16179.66,Dow Jones
2014-02-26,16198.41,Dow Jones
2014-02-27,16272.65,Dow Jones
2014-02-28,16321.71,Dow Jones
2014-03-03,16168.03,Dow Jones
2014-03-04,16395.88,Dow Jones
2014-03-05,16360.18,Dow Jones
2014-03-06,16421.89,Dow Jones
2014-03-07,16452.72,Dow Jones
2014-03-10,16418.68,Dow Jones
2014-03-11,16351.25,Dow Jones
2014-03-12,16340.08,Dow Jones
2014-03-13,16108.89,Dow Jones
2014-03-14,16065.67,Dow Jones
2014-03-17,16247.22,Dow Jones
2014-03-18,16336.19,Dow Jones
2014-03-19,16222.17,Dow Jones
2014-03-20,16331.05,Dow Jones
2014-03-21,16302.77,Dow Jones
2014-03-24,16276.69,Dow Jones
2014-03-25,16367.88,Dow Jones
2014-03-26,16268.99,Dow Jones
2014-03-27,16264.23,Dow Jones
2014-03-28,16323.06,Dow Jones
2014-03-31,16457.66,Dow Jones
2014-04-01,16532.61,Dow Jones
2014-04-02,16573,Dow Jones
2014-04-03,16572.55,Dow Jones
2014-04-04,16412.71,Dow Jones
2014-04-07,16245.87,Dow Jones
2014-04-08,16256.14,Dow Jones
2014-04-09,16437.18,Dow Jones
2014-04-10,16170.22,Dow Jones
2014-04-11,16026.75,Dow Jones
2014-04-14,16173.24,Dow Jones
2014-04-15,16262.56,Dow Jones
2014-04-16,16424.85,Dow Jones
2014-04-17,16408.54,Dow Jones
2014-04-21,16449.25,Dow Jones
2014-04-22,16514.37,Dow Jones
2014-04-23,16501.65,Dow Jones
2014-04-24,16501.65,Dow Jones
2014-04-25,16361.46,Dow Jones
2014-04-28,16448.74,Dow Jones
2014-04-29,16535.37,Dow Jones
2014-04-30,16580.84,Dow Jones
2014-05-01,16558.87,Dow Jones
2014-05-02,16512.89,Dow Jones
2014-05-05,16530.55,Dow Jones
2014-05-06,16401.02,Dow Jones
2014-05-07,16518.54,Dow Jones
2014-05-08,16550.97,Dow Jones
2014-05-09,16583.34,Dow Jones
2014-05-12,16695.47,Dow Jones
2014-05-13,16715.44,Dow Jones
2014-05-14,16613.97,Dow Jones
2014-05-15,16446.81,Dow Jones
2014-05-16,16491.31,Dow Jones
2014-05-19,16511.86,Dow Jones
2014-05-20,16374.31,Dow Jones
2014-05-21,16533.06,Dow Jones
2014-05-22,16543.08,Dow Jones
2014-05-23,16606.27,Dow Jones
2014-05-27,16675.5,Dow Jones
2014-05-28,16633.18,Dow Jones
2014-05-29,16698.74,Dow Jones
2014-05-30,16717.17,Dow Jones
2014-06-02,16743.63,Dow Jones
2014-06-03,16722.34,Dow Jones
2014-06-04,16737.53,Dow Jones
2014-06-05,16836.11,Dow Jones
2014-06-06,16924.28,Dow Jones
2014-06-09,16943.1,Dow Jones
2014-06-10,16945.92,Dow Jones
2014-06-11,16843.88,Dow Jones
2014-06-12,16734.19,Dow Jones
2014-06-13,16775.74,Dow Jones
2014-06-16,16781.01,Dow Jones
2014-06-17,16808.49,Dow Jones
2014-06-18,16906.62,Dow Jones
2014-06-19,16921.46,Dow Jones
2014-06-20,16947.08,Dow Jones
2014-06-23,16937.26,Dow Jones
2014-06-24,16818.13,Dow Jones
2014-06-25,16867.51,Dow Jones
2014-06-26,16846.13,Dow Jones
2014-06-27,16851.84,Dow Jones
2014-06-30,16826.6,Dow Jones
2014-07-01,16956.07,Dow Jones
2014-07-02,16976.24,Dow Jones
2014-07-03,17068.26,Dow Jones
2014-07-07,17024.21,Dow Jones
2014-07-08,16906.62,Dow Jones
2014-07-09,16985.61,Dow Jones
2014-07-10,16915.07,Dow Jones
2014-07-11,16943.81,Dow Jones
2014-07-14,17055.42,Dow Jones
2014-07-15,17060.68,Dow Jones
2014-07-16,17138.2,Dow Jones
2014-07-17,16976.81,Dow Jones
2014-07-18,17100.18,Dow Jones
2014-07-21,17051.73,Dow Jones
2014-07-22,17113.54,Dow Jones
2014-07-23,17086.63,Dow Jones
2014-07-24,17083.8,Dow Jones
2014-07-25,16960.57,Dow Jones
2014-07-28,16982.59,Dow Jones
2014-07-29,16912.11,Dow Jones
2014-07-30,16880.36,Dow Jones
2014-07-31,16563.3,Dow Jones
2014-08-01,16493.37,Dow Jones
2014-08-04,16569.28,Dow Jones
2014-08-05,16429.47,Dow Jones
2014-08-06,16443.34,Dow Jones
2014-08-07,16368.27,Dow Jones
2014-08-08,16553.93,Dow Jones
2014-08-11,16569.98,Dow Jones
2014-08-12,16560.54,Dow Jones
2014-08-13,16651.8,Dow Jones
2014-08-14,16713.58,Dow Jones
2014-08-15,16662.91,Dow Jones
2014-08-18,16838.74,Dow Jones
2014-08-19,16919.59,Dow Jones
2014-08-20,16979.13,Dow Jones
2014-08-21,17039.49,Dow Jones
2014-08-22,17001.22,Dow Jones
2014-08-25,17076.87,Dow Jones
2014-08-26,17106.7,Dow Jones
2014-08-27,17122.01,Dow Jones
2014-08-28,17079.57,Dow Jones
2014-08-29,17098.45,Dow Jones
2014-09-02,17067.56,Dow Jones
2014-09-03,17078.28,Dow Jones
2014-09-04,17069.58,Dow Jones
2014-09-05,17137.36,Dow Jones
2014-09-08,17111.42,Dow Jones
2014-09-09,17013.87,Dow Jones
2014-09-10,17068.71,Dow Jones
2014-09-11,17049,Dow Jones
2014-09-12,16987.51,Dow Jones
2014-09-15,17031.14,Dow Jones
2014-09-16,17131.97,Dow Jones
2014-09-17,17156.85,Dow Jones
2014-09-18,17265.99,Dow Jones
2014-09-19,17279.74,Dow Jones
2014-09-22,17172.68,Dow Jones
2014-09-23,17055.87,Dow Jones
2014-09-24,17210.06,Dow Jones
2014-09-25,16945.8,Dow Jones
2014-09-26,17113.15,Dow Jones
2014-09-29,17071.22,Dow Jones
2014-09-30,17042.9,Dow Jones
2014-10-01,16804.71,Dow Jones
2014-10-02,16801.05,Dow Jones
2014-10-03,17009.69,Dow Jones
2014-10-06,16991.91,Dow Jones
2014-10-07,16719.39,Dow Jones
2014-10-08,16994.22,Dow Jones
2014-10-09,16659.25,Dow Jones
2014-10-10,16544.1,Dow Jones
2014-10-13,16321.07,Dow Jones
2014-10-14,16315.19,Dow Jones
2014-10-15,16141.74,Dow Jones
2014-10-16,16117.24,Dow Jones
2014-10-17,16380.41,Dow Jones
2014-10-20,16399.67,Dow Jones
2014-10-21,16614.81,Dow Jones
2014-10-22,16461.32,Dow Jones
2014-10-23,16677.9,Dow Jones
2014-10-24,16805.41,Dow Jones
2014-10-27,16817.94,Dow Jones
2014-10-28,17005.75,Dow Jones
2014-10-29,16974.31,Dow Jones
2014-10-30,17195.42,Dow Jones
2014-10-31,17390.52,Dow Jones
2014-11-03,17366.24,Dow Jones
2014-11-04,17383.84,Dow Jones
2014-11-05,17484.53,Dow Jones
2014-11-06,17554.47,Dow Jones
2014-11-07,17573.93,Dow Jones
2014-11-10,17613.74,Dow Jones
2014-11-11,17614.9,Dow Jones
2014-11-12,17612.2,Dow Jones
2014-11-13,17652.79,Dow Jones
2014-11-14,17634.74,Dow Jones
2014-11-17,17647.75,Dow Jones
2014-11-18,17687.82,Dow Jones
2014-11-19,17685.73,Dow Jones
2014-11-20,17719,Dow Jones
2014-11-21,17810.06,Dow Jones
2014-11-24,17817.9,Dow Jones
2014-11-25,17814.94,Dow Jones
2014-11-26,17827.75,Dow Jones
2014-11-28,17828.24,Dow Jones
2014-12-01,17776.8,Dow Jones
2014-12-02,17879.55,Dow Jones
2014-12-03,17912.62,Dow Jones
2014-12-04,17900.1,Dow Jones
2014-12-05,17958.79,Dow Jones
2014-12-08,17852.48,Dow Jones
2014-12-09,17801.2,Dow Jones
2014-12-10,17533.15,Dow Jones
2014-12-11,17596.34,Dow Jones
2014-12-12,17280.83,Dow Jones
2014-12-15,17180.84,Dow Jones
2014-12-16,17068.87,Dow Jones
2014-12-17,17356.87,Dow Jones
2014-12-18,17778.15,Dow Jones
2014-12-19,17804.8,Dow Jones
2014-12-22,17959.44,Dow Jones
2014-12-23,18024.17,Dow Jones
2014-12-24,18030.21,Dow Jones
2014-12-26,18053.71,Dow Jones
2014-12-29,18038.23,Dow Jones
2014-12-30,17983.07,Dow Jones
2014-12-31,17823.07,Dow Jones
2015-01-02,17832.99,Dow Jones
2015-01-05,17501.65,Dow Jones
2015-01-06,17371.64,Dow Jones
2015-01-07,17584.52,Dow Jones
2015-01-08,17907.87,Dow Jones
2015-01-09,17737.37,Dow Jones
2015-01-12,17640.84,Dow Jones
2015-01-13,17613.68,Dow Jones
2015-01-14,17427.09,Dow Jones
2015-01-15,17320.71,Dow Jones
2015-01-16,17511.57,Dow Jones
2015-01-20,17515.23,Dow Jones
2015-01-21,17554.28,Dow Jones
2015-01-22,17813.98,Dow Jones
2015-01-23,17672.6,Dow Jones
2015-01-26,17678.7,Dow Jones
2015-01-27,17387.21,Dow Jones
2015-01-28,17191.37,Dow Jones
2015-01-29,17416.85,Dow Jones
2015-01-30,17164.95,Dow Jones
2015-02-02,17361.04,Dow Jones
2015-02-03,17666.4,Dow Jones
2015-02-04,17673.02,Dow Jones
2015-02-05,17884.88,Dow Jones
2015-02-06,17824.29,Dow Jones
2015-02-09,17729.21,Dow Jones
2015-02-10,17868.76,Dow Jones
2015-02-11,17862.14,Dow Jones
2015-02-12,17972.38,Dow Jones
2015-02-13,18019.35,Dow Jones
2015-02-17,18047.58,Dow Jones
2015-02-18,18029.85,Dow Jones
2015-02-19,17985.77,Dow Jones
2015-02-20,18140.44,Dow Jones
2015-02-23,18116.84,Dow Jones
2015-02-24,18209.19,Dow Jones
2015-02-25,18224.57,Dow Jones
2015-02-26,18214.42,Dow Jones
2015-02-27,18132.7,Dow Jones
2015-03-02,18288.63,Dow Jones
2015-03-03,18203.37,Dow Jones
2015-03-04,18096.9,Dow Jones
2015-03-05,18135.72,Dow Jones
2015-03-06,17856.78,Dow Jones
2015-03-09,17995.72,Dow Jones
2015-03-10,17662.94,Dow Jones
2015-03-11,17635.39,Dow Jones
2015-03-12,17895.22,Dow Jones
2015-03-13,17749.31,Dow Jones
2015-03-16,17977.42,Dow Jones
2015-03-17,17849.08,Dow Jones
2015-03-18,18076.19,Dow Jones
2015-03-19,17959.03,Dow Jones
2015-03-20,18127.65,Dow Jones
2015-03-23,18116.04,Dow Jones
2015-03-24,18011.14,Dow Jones
2015-03-25,17718.54,Dow Jones
2015-03-26,17678.23,Dow Jones
2015-03-27,17712.66,Dow Jones
2015-03-30,17976.31,Dow Jones
2015-03-31,17776.12,Dow Jones
2015-04-01,17698.18,Dow Jones
2015-04-02,17763.24,Dow Jones
2015-04-06,17880.85,Dow Jones
2015-04-07,17875.42,Dow Jones
2015-04-08,17902.51,Dow Jones
2015-04-09,17958.73,Dow Jones
2015-04-10,18057.65,Dow Jones
2015-04-13,17977.04,Dow Jones
2015-04-14,18036.7,Dow Jones
2015-04-15,18112.61,Dow Jones
2015-04-16,18105.77,Dow Jones
2015-04-17,17826.3,Dow Jones
2015-04-20,18034.93,Dow Jones
2015-04-21,17949.59,Dow Jones
2015-04-22,18038.27,Dow Jones
2015-04-23,18058.69,Dow Jones
2015-04-24,18080.14,Dow Jones
2015-04-27,18037.97,Dow Jones
2015-04-28,18110.14,Dow Jones
2015-04-29,18035.53,Dow Jones
2015-04-30,17840.52,Dow Jones
2015-05-01,18024.06,Dow Jones
2015-05-04,18070.4,Dow Jones
2015-05-05,17928.2,Dow Jones
2015-05-06,17841.98,Dow Jones
2015-05-07,17924.06,Dow Jones
2015-05-08,18191.11,Dow Jones
2015-05-11,18105.17,Dow Jones
2015-05-12,18068.23,Dow Jones
2015-05-13,18060.49,Dow Jones
2015-05-14,18252.24,Dow Jones
2015-05-15,18272.56,Dow Jones
2015-05-18,18298.88,Dow Jones
2015-05-19,18312.39,Dow Jones
2015-05-20,18285.4,Dow Jones
2015-05-21,18285.74,Dow Jones
2015-05-22,18232.02,Dow Jones
2015-05-26,18041.54,Dow Jones
2015-05-27,18162.99,Dow Jones
2015-05-28,18126.12,Dow Jones
2015-05-29,18010.68,Dow Jones
2015-06-01,18040.37,Dow Jones
2015-06-02,18011.94,Dow Jones
2015-06-03,18076.27,Dow Jones
2015-06-04,17905.58,Dow Jones
2015-06-05,17849.46,Dow Jones
2015-06-08,17766.55,Dow Jones
2015-06-09,17764.04,Dow Jones
2015-06-10,18000.4,Dow Jones
2015-06-11,18039.37,Dow Jones
2015-06-12,17898.84,Dow Jones
2015-06-15,17791.17,Dow Jones
2015-06-16,17904.48,Dow Jones
2015-06-17,17935.74,Dow Jones
2015-06-18,18115.84,Dow Jones
2015-06-19,18015.95,Dow Jones
2015-06-22,18119.78,Dow Jones
2015-06-23,18144.07,Dow Jones
2015-06-24,17966.07,Dow Jones
2015-06-25,17890.36,Dow Jones
2015-06-26,17946.68,Dow Jones
2015-06-29,17596.35,Dow Jones
2015-06-30,17619.51,Dow Jones
2015-07-01,17757.91,Dow Jones
2015-07-02,17730.11,Dow Jones
2015-07-06,17683.58,Dow Jones
2015-07-07,17776.91,Dow Jones
2015-07-08,17515.42,Dow Jones
2015-07-09,17548.62,Dow Jones
2015-07-10,17760.41,Dow Jones
2015-07-13,17977.68,Dow Jones
2015-07-14,18053.58,Dow Jones
2015-07-15,18050.17,Dow Jones
2015-07-16,18120.25,Dow Jones
2015-07-17,18086.45,Dow Jones
2015-07-20,18100.41,Dow Jones
2015-07-21,17919.29,Dow Jones
2015-07-22,17851.04,Dow Jones
2015-07-23,17731.92,Dow Jones
2015-07-24,17568.53,Dow Jones
2015-07-27,17440.59,Dow Jones
2015-07-28,17630.27,Dow Jones
2015-07-29,17751.39,Dow Jones
2015-07-30,17745.98,Dow Jones
2015-07-31,17689.86,Dow Jones
2015-08-03,17598.2,Dow Jones
2015-08-04,17550.69,Dow Jones
2015-08-05,17540.47,Dow Jones
2015-08-06,17419.75,Dow Jones
2015-08-07,17373.38,Dow Jones
2015-08-10,17615.17,Dow Jones
2015-08-11,17402.84,Dow Jones
2015-08-12,17402.51,Dow Jones
2015-08-13,17408.25,Dow Jones
2015-08-14,17477.4,Dow Jones
2015-08-17,17545.18,Dow Jones
2015-08-18,17511.34,Dow Jones
2015-08-19,17348.73,Dow Jones
2015-08-20,16990.69,Dow Jones
2015-08-21,16459.75,Dow Jones
2015-08-24,15871.35,Dow Jones
2015-08-25,15666.44,Dow Jones
2015-08-26,16285.51,Dow Jones
2015-08-27,16654.77,Dow Jones
2015-08-28,16643.01,Dow Jones
2015-08-31,16528.03,Dow Jones
2015-09-01,16058.35,Dow Jones
2015-09-02,16351.38,Dow Jones
2015-09-03,16374.76,Dow Jones
2015-09-04,16102.38,Dow Jones
2015-09-08,16492.68,Dow Jones
2015-09-09,16253.57,Dow Jones
2015-09-10,16330.4,Dow Jones
2015-09-11,16433.09,Dow Jones
2015-09-14,16370.96,Dow Jones
2015-09-15,16599.85,Dow Jones
2015-09-16,16739.95,Dow Jones
2015-09-17,16674.74,Dow Jones
2015-09-18,16384.58,Dow Jones
2015-09-21,16510.19,Dow Jones
2015-09-22,16330.47,Dow Jones
2015-09-23,16279.89,Dow Jones
2015-09-24,16201.32,Dow Jones
2015-09-25,16314.67,Dow Jones
2015-09-28,16001.89,Dow Jones
2015-09-29,16049.13,Dow Jones
2015-09-30,16284.7,Dow Jones
2015-10-01,16272.01,Dow Jones
2015-10-02,16472.37,Dow Jones
2015-10-05,16776.43,Dow Jones
2015-10-06,16790.19,Dow Jones
2015-10-07,16912.29,Dow Jones
2015-10-08,17050.75,Dow Jones
2015-10-09,17084.49,Dow Jones
2015-10-12,17131.86,Dow Jones
2015-10-13,17081.89,Dow Jones
2015-10-14,16924.75,Dow Jones
2015-10-15,17141.75,Dow Jones
2015-10-16,17215.97,Dow Jones
2015-10-19,17230.54,Dow Jones
2015-10-20,17217.11,Dow Jones
2015-10-21,17168.61,Dow Jones
2015-10-22,17489.16,Dow Jones
2015-10-23,17646.7,Dow Jones
2015-10-26,17623.05,Dow Jones
2015-10-27,17581.43,Dow Jones
2015-10-28,17779.52,Dow Jones
2015-10-29,17755.8,Dow Jones
2015-10-30,17663.54,Dow Jones
2015-11-02,17828.76,Dow Jones
2015-11-03,17918.15,Dow Jones
2015-11-04,17867.58,Dow Jones
2015-11-05,17863.43,Dow Jones
2015-11-06,17910.33,Dow Jones
2015-11-09,17730.48,Dow Jones
2015-11-10,17758.21,Dow Jones
2015-11-11,17702.22,Dow Jones
2015-11-12,17448.07,Dow Jones
2015-11-13,17245.24,Dow Jones
2015-11-16,17483.01,Dow Jones
2015-11-17,17489.5,Dow Jones
2015-11-18,17737.16,Dow Jones
2015-11-19,17732.75,Dow Jones
2015-11-20,17823.81,Dow Jones
2015-11-23,17792.68,Dow Jones
2015-11-24,17812.19,Dow Jones
2015-11-25,17813.39,Dow Jones
2015-11-27,17798.49,Dow Jones
2015-11-30,17719.92,Dow Jones
2015-12-01,17888.35,Dow Jones
2015-12-02,17729.68,Dow Jones
2015-12-03,17477.67,Dow Jones
2015-12-04,17847.63,Dow Jones
2015-12-07,17730.51,Dow Jones
2015-12-08,17568,Dow Jones
2015-12-09,17492.3,Dow Jones
2015-12-10,17574.75,Dow Jones
2015-12-11,17265.21,Dow Jones
2015-12-14,17368.5,Dow Jones
2015-12-15,17524.91,Dow Jones
2015-12-16,17749.09,Dow Jones
2015-12-17,17495.84,Dow Jones
2015-12-18,17128.55,Dow Jones
2015-12-21,17251.62,Dow Jones
2015-12-22,17417.27,Dow Jones
2015-12-23,17602.61,Dow Jones
2015-12-24,17552.17,Dow Jones
2015-12-28,17528.27,Dow Jones
2015-12-29,17720.98,Dow Jones
2015-12-30,17603.87,Dow Jones
2015-12-31,17425.03,Dow Jones
2016-01-04,17148.94,Dow Jones
2016-01-05,17158.66,Dow Jones
2016-01-06,16906.51,Dow Jones
2016-01-07,16514.1,Dow Jones
2016-01-08,16346.45,Dow Jones
2016-01-11,16398.57,Dow Jones
2016-01-12,16516.22,Dow Jones
2016-01-13,16151.41,Dow Jones
2016-01-14,16379.05,Dow Jones
2016-01-15,15988.08,Dow Jones
2016-01-19,16016.02,Dow Jones
2016-01-20,15766.74,Dow Jones
2016-01-21,15882.68,Dow Jones
2016-01-22,16093.51,Dow Jones
2016-01-25,15885.22,Dow Jones
2016-01-26,16167.23,Dow Jones
2016-01-27,15944.46,Dow Jones
2016-01-28,16069.64,Dow Jones
2016-01-29,16466.3,Dow Jones
2016-02-01,16449.18,Dow Jones
2016-02-02,16153.54,Dow Jones
2016-02-03,16336.66,Dow Jones
2016-02-04,16416.58,Dow Jones
2016-02-05,16204.97,Dow Jones
2016-02-08,16027.05,Dow Jones
2016-02-09,16014.38,Dow Jones
2016-02-10,15914.74,Dow Jones
2016-02-11,15660.18,Dow Jones
2016-02-12,15973.84,Dow Jones
2016-02-16,16196.41,Dow Jones
2016-02-17,16453.83,Dow Jones
2016-02-18,16413.43,Dow Jones
2016-02-19,16391.99,Dow Jones
2016-02-22,16620.66,Dow Jones
2016-02-23,16431.78,Dow Jones
2016-02-24,16484.99,Dow Jones
2016-02-25,16697.29,Dow Jones
2016-02-26,16639.97,Dow Jones
2016-02-29,16516.5,Dow Jones
2016-03-01,16865.08,Dow Jones
2016-03-02,16899.32,Dow Jones
2016-03-03,16943.9,Dow Jones
2016-03-04,17006.77,Dow Jones
2016-03-07,17073.95,Dow Jones
2016-03-08,16964.1,Dow Jones
2016-03-09,17000.36,Dow Jones
2016-03-10,16995.13,Dow Jones
2016-03-11,17213.31,Dow Jones
2016-03-14,17229.13,Dow Jones
2016-03-15,17251.53,Dow Jones
2016-03-16,17325.76,Dow Jones
2016-03-17,17481.49,Dow Jones
2016-03-18,17602.3,Dow Jones
2016-03-21,17623.87,Dow Jones
2016-03-22,17582.57,Dow Jones
2016-03-23,17502.59,Dow Jones
2016-03-24,17515.73,Dow Jones
2016-03-28,17535.39,Dow Jones
2016-03-29,17633.11,Dow Jones
2016-03-30,17716.66,Dow Jones
2016-03-31,17685.09,Dow Jones
2016-04-01,17792.75,Dow Jones
2016-04-04,17737,Dow Jones
2016-04-05,17603.32,Dow Jones
2016-04-06,17716.05,Dow Jones
2016-04-07,17541.96,Dow Jones
2016-04-08,17576.96,Dow Jones
2016-04-11,17556.41,Dow Jones
2016-04-12,17721.25,Dow Jones
2016-04-13,17908.28,Dow Jones
2016-04-14,17926.43,Dow Jones
2016-04-15,17897.46,Dow Jones
2016-04-18,18004.16,Dow Jones
2016-04-19,18053.6,Dow Jones
2016-04-20,18096.27,Dow Jones
2016-04-21,17982.52,Dow Jones
2016-04-22,18003.75,Dow Jones
2016-04-25,17977.24,Dow Jones
2016-04-26,17990.32,Dow Jones
2016-04-27,18041.55,Dow Jones
2016-04-28,17830.76,Dow Jones
2016-04-29,17773.64,Dow Jones
2016-05-02,17891.16,Dow Jones
2016-05-03,17750.91,Dow Jones
2016-05-04,17651.26,Dow Jones
2016-05-05,17660.71,Dow Jones
2016-05-06,17740.63,Dow Jones
2016-05-09,17705.91,Dow Jones
2016-05-10,17928.35,Dow Jones
2016-05-11,17711.12,Dow Jones
2016-05-12,17720.5,Dow Jones
2016-05-13,17535.32,Dow Jones
2016-05-16,17710.71,Dow Jones
2016-05-17,17529.98,Dow Jones
2016-05-18,17526.62,Dow Jones
2016-05-19,17435.4,Dow Jones
2016-05-20,17500.94,Dow Jones
2016-05-23,17492.93,Dow Jones
2016-05-24,17706.05,Dow Jones
2016-05-25,17851.51,Dow Jones
2016-05-26,17828.29,Dow Jones
2016-05-27,17873.22,Dow Jones
2016-05-31,17787.2,Dow Jones
2016-06-01,17789.67,Dow Jones
2016-06-02,17838.56,Dow Jones
2016-06-03,17807.06,Dow Jones
2016-06-06,17920.33,Dow Jones
2016-06-07,17938.28,Dow Jones
2016-06-08,18005.05,Dow Jones
2016-06-09,17985.19,Dow Jones
2016-06-10,17865.34,Dow Jones
2016-06-13,17732.48,Dow Jones
2016-06-14,17674.82,Dow Jones
2016-06-15,17640.17,Dow Jones
2016-06-16,17733.1,Dow Jones
2016-06-17,17675.16,Dow Jones
2016-06-20,17804.87,Dow Jones
2016-06-21,17829.73,Dow Jones
2016-06-22,17780.83,Dow Jones
2016-06-23,18011.07,Dow Jones
2016-06-24,17400.75,Dow Jones
2016-06-27,17140.24,Dow Jones
2016-06-28,17409.72,Dow Jones
2016-06-29,17694.68,Dow Jones
2016-06-30,17929.99,Dow Jones
2016-07-01,17949.37,Dow Jones
2016-07-05,17840.62,Dow Jones
2016-07-06,17918.62,Dow Jones
2016-07-07,17895.88,Dow Jones
2016-07-08,18146.74,Dow Jones
2016-07-11,18226.93,Dow Jones
2016-07-12,18347.67,Dow Jones
2016-07-13,18372.12,Dow Jones
2016-07-14,18506.41,Dow Jones
2016-07-15,18516.55,Dow Jones
2016-07-18,18533.05,Dow Jones
2016-07-19,18559.01,Dow Jones
2016-07-20,18595.03,Dow Jones
2016-07-21,18517.23,Dow Jones
2016-07-22,18570.85,Dow Jones
2016-07-25,18493.06,Dow Jones
2016-07-26,18473.75,Dow Jones
2016-07-27,18472.17,Dow Jones
2016-07-28,18456.35,Dow Jones
2016-07-29,18432.24,Dow Jones
2016-08-01,18404.51,Dow Jones
2016-08-02,18313.77,Dow Jones
2016-08-03,18355,Dow Jones
2016-08-04,18352.05,Dow Jones
2016-08-05,18543.53,Dow Jones
2016-08-08,18529.29,Dow Jones
2016-08-09,18533.05,Dow Jones
2016-08-10,18495.66,Dow Jones
2016-08-11,18613.52,Dow Jones
2016-08-12,18576.47,Dow Jones
2016-08-15,18636.05,Dow Jones
2016-08-16,18552.02,Dow Jones
2016-08-17,18573.94,Dow Jones
2016-08-18,18597.7,Dow Jones
2016-08-19,18552.57,Dow Jones
2016-08-22,18529.42,Dow Jones
2016-08-23,18547.3,Dow Jones
2016-08-24,18481.48,Dow Jones
2016-08-25,18448.41,Dow Jones
2016-08-26,18395.4,Dow Jones
2016-08-29,18502.99,Dow Jones
2016-08-30,18454.3,Dow Jones
2016-08-31,18400.88,Dow Jones
2016-09-01,18419.3,Dow Jones
2016-09-02,18491.96,Dow Jones
2016-09-06,18538.12,Dow Jones
2016-09-07,18526.14,Dow Jones
2016-09-08,18479.91,Dow Jones
2016-09-09,18085.45,Dow Jones
2016-09-12,18325.07,Dow Jones
2016-09-13,18066.75,Dow Jones
2016-09-14,18034.77,Dow Jones
2016-09-15,18212.48,Dow Jones
2016-09-16,18123.8,Dow Jones
2016-09-19,18120.17,Dow Jones
2016-09-20,18129.96,Dow Jones
2016-09-21,18293.7,Dow Jones
2016-09-22,18392.46,Dow Jones
2016-09-23,18261.45,Dow Jones
2016-09-26,18094.83,Dow Jones
2016-09-27,18228.3,Dow Jones
2016-09-28,18339.24,Dow Jones
2016-09-29,18143.45,Dow Jones
2016-09-30,18308.15,Dow Jones
2016-10-03,18253.85,Dow Jones
2016-10-04,18168.45,Dow Jones
2016-10-05,18281.03,Dow Jones
2016-10-06,18268.5,Dow Jones
2016-10-07,18240.49,Dow Jones
2016-10-10,18329.04,Dow Jones
2016-10-11,18128.66,Dow Jones
2016-10-12,18144.2,Dow Jones
2016-10-13,18098.94,Dow Jones
2016-10-14,18138.38,Dow Jones
2016-10-17,18086.4,Dow Jones
2016-10-18,18161.94,Dow Jones
2016-10-19,18202.62,Dow Jones
2016-10-20,18162.35,Dow Jones
2016-10-21,18145.71,Dow Jones
2016-10-24,18223.03,Dow Jones
2016-10-25,18169.27,Dow Jones
2016-10-26,18199.33,Dow Jones
2016-10-27,18169.68,Dow Jones
2016-10-28,18161.19,Dow Jones
2016-10-31,18142.42,Dow Jones
2016-11-01,18037.1,Dow Jones
2016-11-02,17959.64,Dow Jones
2016-11-03,17930.67,Dow Jones
2016-11-04,17888.28,Dow Jones
2016-11-07,18259.6,Dow Jones
